Date,WorkspaceLineId,WorkspaceFactoryName,WorkspaceBuildingName,BuyerName,SMV,SampleSMV,CM,DayTarget,IETarget,TargetEfficiency,ManPowerPresent,PlannedIronMan,PlannedHelper,PlannedOperator,PlannedHours,RunningWorkDay,AchievedEfficiency,dhu
11/22/2025,L044,Alpha Apparels Ltd,Alpha-B2,Buyer 1,16.56,15.48,2.87,1413,2774,58.3,45,2,8,30,10.8,13,50.32,8.33
11/22/2025,L014,Beta Garments Ltd,Beta-B1,Buyer 1,33.48,34.62,1.68,1346,2856,68.3,55,2,8,30,8.8,9,67.29,2.96
11/22/2025,L041,Alpha Apparels Ltd,Alpha-B1,Buyer 1,9.52,10.33,1.24,2089,575,55,51,2,8,30,8.3,12,37.21,0.83
11/22/2025,L046,Alpha Apparels Ltd,Alpha-B1,Buyer 1,33.7,30.67,1.9,2692,1386,72.5,45,2,8,30,10.4,13,50.27,4.51
11/22/2025,L009,Gamma Textiles Ltd,Gamma-B2,Buyer 1,29.04,29.61,0.71,1974,2530,71.5,49,2,8,30,8.6,6,17.77,8.84
11/22/2025,L049,Beta Garments Ltd,Beta-B2,Buyer 1,33.34,30.36,2.05,2631,2587,64.6,57,2,8,30,11,20,46.04,9.78
11/22/2025,L095,Gamma Textiles Ltd,Gamma-B2,Buyer 2,22.96,20.87,2.4,2008,961,67.7,26,2,8,30,9.6,12,87.29,9.67
11/22/2025,L003,Alpha Apparels Ltd,Alpha-B1,Buyer 1,31.03,31.34,2.54,2166,2554,66.6,31,2,8,30,8.1,10,36.95,5.4
11/22/2025,L128,Alpha Apparels Ltd,Alpha-B3,Buyer 7,39.71,38.49,2.51,2062,1814,55,55,2,8,30,9.8,6,74.72,14.17
11/22/2025,L090,Gamma Textiles Ltd,Gamma-B1,Buyer 8,44.34,45.14,1.86,1200,2366,59.8,40,2,8,30,8.6,6,50.16,1.29
11/22/2025,L017,Alpha Apparels Ltd,Alpha-B1,Buyer 23,35.53,35.37,2.22,2622,980,64.4,34,2,8,30,9.3,7,62.17,0.49
11/22/2025,L088,Alpha Apparels Ltd,Alpha-B1,Buyer 16,13.95,13.42,1.94,599,2625,60.5,60,2,8,30,9.6,12,107.6,10.1
11/22/2025,L135,Alpha Apparels Ltd,Alpha-B1,Buyer 1,8.31,7.74,0.62,667,896,58.9,50,2,8,30,8.8,7,53.16,11.93
11/22/2025,L085,Beta Garments Ltd,Beta-B1,Buyer 1,28.75,29.64,2.97,1497,774,59.2,43,2,8,30,9.1,23,47.77,10.81
11/22/2025,L098,Gamma Textiles Ltd,Gamma-B1,Buyer 1,15.29,15.7,1.25,2962,2876,54.9,34,2,8,30,10.3,15,44.15,1.3
11/22/2025,L030,Beta Garments Ltd,Beta-B3,Buyer 1,8.32,8.82,1.59,2639,2987,71.9,44,2,8,30,8.2,17,38.41,5.24
11/22/2025,L022,Beta Garments Ltd,Beta-B3,Buyer 11,14.16,15.13,0.74,739,992,70.3,50,2,8,30,9.4,8,9.02,15.44
11/22/2025,L119,Alpha Apparels Ltd,Alpha-B1,Buyer 2,22.75,24.93,2.21,1699,2184,64,50,2,8,30,10,5,52.6,13.59
11/22/2025,L132,Beta Garments Ltd,Beta-B3,Buyer 2,11.15,11.6,1.26,1065,1415,63.5,52,2,8,30,8.9,21,46.07,0.67
11/22/2025,L027,Gamma Textiles Ltd,Gamma-B3,Buyer 11,20.54,21.4,2.99,1751,1986,56,52,2,8,30,9,16,100.31,6.51
11/22/2025,L103,Gamma Textiles Ltd,Gamma-B2,Buyer 2,28.76,31.58,1.8,2725,776,59.3,47,2,8,30,10.8,15,62.88,4.53
11/22/2025,L010,Beta Garments Ltd,Beta-B3,Buyer 2,26.9,29.22,1.28,1409,2489,52.6,34,2,8,30,9.7,6,47.67,8.8
11/22/2025,L012,Gamma Textiles Ltd,Gamma-B1,Buyer 1,41.57,45.66,1.54,1410,2606,59.9,44,2,8,30,10.5,7,75.19,8.27
11/22/2025,L043,Alpha Apparels Ltd,Alpha-B1,Buyer 18,28.28,29.79,2.69,1864,2119,78.2,45,2,8,30,9.4,9,53.96,4.38
11/22/2025,L127,Alpha Apparels Ltd,Alpha-B3,Buyer 8,8.24,8.9,2.71,2501,1915,67,38,2,8,30,10.2,24,47.11,0.72
11/22/2025,L063,Beta Garments Ltd,Beta-B3,Buyer 20,42.87,44.74,1.48,642,2239,54.3,49,2,8,30,10.9,12,32.55,5.44
11/22/2025,L129,Alpha Apparels Ltd,Alpha-B2,Buyer 2,39.88,40.77,2.73,1492,1072,66.2,49,2,8,30,10.5,4,62.03,7.88
11/22/2025,L118,Beta Garments Ltd,Beta-B2,Buyer 1,39.12,41.99,1.49,2102,1555,69.1,56,2,8,30,9.3,3,58.51,10.89
11/22/2025,L130,Beta Garments Ltd,Beta-B1,Buyer 13,21.12,21.91,1.61,2081,2532,79.8,46,2,8,30,8.3,17,40.94,11.51
11/22/2025,L094,Gamma Textiles Ltd,Gamma-B2,Buyer 2,23.58,23.25,1.88,2541,2072,74.7,48,2,8,30,9.1,2,29.86,8.66
11/22/2025,L036,Alpha Apparels Ltd,Alpha-B1,Buyer 1,12.36,12.11,0.92,1030,2781,61.8,59,2,8,30,8.8,24,77.37,6.53
11/22/2025,L007,Beta Garments Ltd,Beta-B2,Buyer 3,26.92,24.39,0.53,1567,2731,62.6,38,2,8,30,9.5,17,85.6,2.72
11/22/2025,L105,Alpha Apparels Ltd,Alpha-B1,Buyer 9,37.94,41.57,2.41,1942,1207,63.4,46,2,8,30,9.3,5,69.84,7.62
11/22/2025,L054,Alpha Apparels Ltd,Alpha-B3,Buyer 1,20.94,22.51,2.16,1613,837,51.9,42,2,8,30,8.7,2,43.21,0
11/22/2025,L033,Beta Garments Ltd,Beta-B1,Buyer 1,41.65,42.54,2.86,1689,850,76.5,41,2,8,30,8,10,84.23,6.14
11/22/2025,L106,Alpha Apparels Ltd,Alpha-B2,Buyer 1,26.79,25.19,2.95,2202,582,72.8,60,2,8,30,8.5,8,36.11,11.04
11/22/2025,L069,Alpha Apparels Ltd,Alpha-B3,Buyer 2,27.2,25.67,1.02,2941,2880,53.2,45,2,8,30,9.6,4,72.65,3.39
11/22/2025,L084,Alpha Apparels Ltd,Alpha-B3,Buyer 1,33.37,34.3,0.64,925,2123,74.8,44,2,8,30,9.1,7,17.24,72.74824329
11/22/2025,L073,Gamma Textiles Ltd,Gamma-B1,Buyer 14,13.71,12.87,2.57,1347,1648,69.6,47,2,8,30,9.5,25,62.13,6.77
11/22/2025,L048,Alpha Apparels Ltd,Alpha-B1,Buyer 3,27.13,25.46,0.66,2581,924,52.2,58,2,8,30,10.5,21,59.39,10.53
11/22/2025,L083,Beta Garments Ltd,Beta-B3,Buyer 1,10.25,10.28,2.23,2632,1667,77.2,36,2,8,30,10.6,11,46.12,2.2
11/22/2025,L013,Alpha Apparels Ltd,Alpha-B2,Buyer 2,18.9,20.35,2.55,1551,2698,63.8,43,2,8,30,10.1,25,42.86,7.48
11/22/2025,L101,Alpha Apparels Ltd,Alpha-B3,Buyer 1,19.67,19.93,1.63,1618,2862,53.9,43,2,8,30,10.7,10,7.73,8.11
11/22/2025,L087,Gamma Textiles Ltd,Gamma-B2,Buyer 1,25.36,23.23,2.99,2758,1862,54.8,44,2,8,30,10.5,10,47.87,4.21
11/22/2025,L060,Alpha Apparels Ltd,Alpha-B1,Buyer 7,10.37,10.68,2.53,1047,923,71.1,42,2,8,30,10.9,6,42,5.2
11/22/2025,L002,Alpha Apparels Ltd,Alpha-B1,Buyer 20,15.71,15.53,1.96,1585,2002,71.1,53,2,8,30,11,14,74.6,16.45
11/22/2025,L056,Alpha Apparels Ltd,Alpha-B3,Buyer 1,31.76,30.47,2.78,1022,1034,64.8,40,2,8,30,9.1,12,65.3,7.64
11/22/2025,L091,Gamma Textiles Ltd,Gamma-B1,Buyer 2,12.13,13.32,2.5,2052,2165,50.7,38,2,8,30,9.2,16,40.46,8.63
11/22/2025,L028,Beta Garments Ltd,Beta-B3,Buyer 1,44.7,43.22,2.49,982,2466,67.2,49,2,8,30,8.3,20,47.66,8.39
11/22/2025,L137,Beta Garments Ltd,Beta-B2,Buyer 1,11.95,12.29,1.25,1581,2201,64.5,37,2,8,30,11,19,69.23,3.64
11/22/2025,L015,Alpha Apparels Ltd,Alpha-B3,Buyer 1,32.04,34.67,1.81,1807,1581,50.6,34,2,8,30,10.8,10,48.47,4.44
11/22/2025,L075,Alpha Apparels Ltd,Alpha-B3,Buyer 3,38.76,37.53,1.76,2141,1454,78.3,44,2,8,30,10.3,4,34.86,11.45
11/22/2025,L089,Beta Garments Ltd,Beta-B1,Buyer 3,20.92,21.61,1.97,1716,2809,72.5,57,2,8,30,10.8,8,79.23,8.46
11/22/2025,L093,Gamma Textiles Ltd,Gamma-B3,Buyer 14,8.19,8.21,2.02,2902,1848,67.1,50,2,8,30,10.2,1,38.3,7.15
11/22/2025,L122,Gamma Textiles Ltd,Gamma-B2,Buyer 22,44.87,41.67,2.12,1715,1507,75.6,43,2,8,30,9.5,2,107.57,1.37
11/22/2025,L086,Beta Garments Ltd,Beta-B1,Buyer 1,17.49,19.12,1.19,614,674,65.2,48,2,8,30,9.9,13,68.96,5.04
11/22/2025,L068,Alpha Apparels Ltd,Alpha-B2,Buyer 1,26.8,24.81,1.74,2359,744,64,48,2,8,30,10.4,20,50.93,3.69
11/22/2025,L067,Gamma Textiles Ltd,Gamma-B1,Buyer 2,21.76,22.33,2.45,1037,639,52.5,42,2,8,30,10.6,10,65.14,5.35
11/22/2025,L018,Alpha Apparels Ltd,Alpha-B2,Buyer 12,34.24,37.44,2.03,947,2021,70.6,50,2,8,30,10,5,40.65,4.39
11/22/2025,L120,Alpha Apparels Ltd,Alpha-B1,Buyer 5,12.82,13.42,1.29,653,1931,56.5,34,2,8,30,10.8,9,58.74,3.47
11/22/2025,L045,Gamma Textiles Ltd,Gamma-B3,Buyer 2,9.51,9.3,2.69,878,2427,58.1,40,2,8,30,10.6,1,78.46,1.17
11/22/2025,L011,Alpha Apparels Ltd,Alpha-B1,Buyer 1,14.53,13.58,2.28,1048,2051,69,55,2,8,30,8.7,1,21.52,4.83
11/22/2025,L037,Gamma Textiles Ltd,Gamma-B1,Buyer 1,44.62,45.66,0.65,851,2482,60.2,44,2,8,30,10.2,23,75,13.31
11/22/2025,L074,Alpha Apparels Ltd,Alpha-B1,Buyer 14,17.4,15.96,2.88,2927,1280,57.9,46,2,8,30,8.7,14,114.62,19.77
11/22/2025,L115,Alpha Apparels Ltd,Alpha-B1,Buyer 17,30.57,31,2.23,2351,2129,70.1,42,2,8,30,10.9,14,78.48,6.06
11/22/2025,L032,Alpha Apparels Ltd,Alpha-B1,Buyer 1,18.31,17.11,1.56,1119,579,58,43,2,8,30,10,7,79.13,6.72
11/22/2025,L050,Beta Garments Ltd,Beta-B2,Buyer 2,30.03,27.57,1.68,511,2592,56.9,52,2,8,30,8,13,87.34,5.97
11/22/2025,L126,Gamma Textiles Ltd,Gamma-B2,Buyer 2,16.35,15.77,0.66,1406,2668,63.4,37,2,8,30,9.1,8,45.94,20.9
11/22/2025,L071,Gamma Textiles Ltd,Gamma-B2,Buyer 1,13,13.42,1.67,1768,1864,62.3,40,2,8,30,10.8,19,49.83,16.22
11/22/2025,L072,Alpha Apparels Ltd,Alpha-B3,Buyer 12,41.56,45.44,0.72,2779,2017,76.1,48,2,8,30,10.4,21,90.89,5.35
11/22/2025,L016,Gamma Textiles Ltd,Gamma-B1,Buyer 1,26.7,28.95,2.21,2788,1867,66.4,42,2,8,30,10.3,9,39.56,7.33
11/22/2025,L059,Alpha Apparels Ltd,Alpha-B2,Buyer 1,39.68,38.09,0.62,1317,2437,61.6,47,2,8,30,10.7,25,40.5,5.52
11/22/2025,L114,Beta Garments Ltd,Beta-B3,Buyer 1,39.25,36.45,1.14,1397,2561,54.7,36,2,8,30,8.4,21,65.46,4.62
11/22/2025,L026,Gamma Textiles Ltd,Gamma-B1,Buyer 1,44.87,48.75,1.91,1987,2381,77.3,45,2,8,30,10.6,9,47.5,0.7
11/22/2025,L065,Beta Garments Ltd,Beta-B3,Buyer 1,23.26,21.27,1.39,2863,1316,76.5,33,2,8,30,9.5,10,34.08,16.82
11/22/2025,L001,Alpha Apparels Ltd,Alpha-B2,Buyer 2,30.57,27.99,2.27,2757,2736,76.2,52,2,8,30,8.8,11,15.02,7.77
11/22/2025,L082,Alpha Apparels Ltd,Alpha-B1,Buyer 1,37.55,36.22,1.26,2104,2664,66.8,49,2,8,30,9.7,11,98.61,64.57804489
11/22/2025,L034,Alpha Apparels Ltd,Alpha-B1,Buyer 1,43.27,41.1,1.52,1697,1008,59.4,44,2,8,30,10.6,22,55.03,7.43
11/22/2025,L131,Beta Garments Ltd,Beta-B3,Buyer 23,36.01,39.38,2.1,1521,556,66,43,2,8,30,8.4,6,33.6,4.44
11/22/2025,L042,Beta Garments Ltd,Beta-B2,Buyer 2,13.76,13.81,2.93,2296,1093,67.6,46,2,8,30,9.3,9,64.27,12.41
11/22/2025,L107,Gamma Textiles Ltd,Gamma-B2,Buyer 3,31.37,33.37,2.64,749,2568,65.7,39,2,8,30,9,12,103.62,7.77
11/22/2025,L080,Beta Garments Ltd,Beta-B1,Buyer 14,25.27,27.15,2.38,1027,823,69.4,45,2,8,30,9,19,22.75,7.4
11/22/2025,L125,Alpha Apparels Ltd,Alpha-B2,Buyer 9,43.87,42.92,2.06,1340,2376,64,47,2,8,30,9.3,12,48.72,6.04
11/22/2025,L111,Alpha Apparels Ltd,Alpha-B1,Buyer 1,37.82,38.03,2.53,1677,2932,71.3,55,2,8,30,10.6,16,56.01,1.28
11/22/2025,L006,Beta Garments Ltd,Beta-B2,Buyer 2,30.79,30.71,1.18,1785,874,59.6,39,2,8,30,10.4,23,61.56,7.81
11/22/2025,L121,Alpha Apparels Ltd,Alpha-B3,Buyer 2,25.82,26.62,2.51,1959,2371,51.8,42,2,8,30,10.9,2,40.51,9.81
11/22/2025,L058,Alpha Apparels Ltd,Alpha-B3,Buyer 1,14.93,16.18,2.55,1607,2104,65.8,43,2,8,30,10.7,10,69.08,3.49
11/22/2025,L008,Alpha Apparels Ltd,Alpha-B2,Buyer 1,14.93,14.15,0.83,2132,947,57,65,2,8,30,8.2,16,55.62,12.69
11/22/2025,L051,Alpha Apparels Ltd,Alpha-B2,Buyer 9,18.03,19,1.89,1810,2780,69.3,35,2,8,30,8.2,15,56.29,5.38
11/23/2025,L097,Gamma Textiles Ltd,Gamma-B3,Buyer 2,40.96,38.38,2.9,519,539,70.1,39,2,8,30,8.2,19,42.28,0.17
11/23/2025,L010,Beta Garments Ltd,Beta-B3,Buyer 2,26.9,28.93,1.11,1838,2373,56.4,39,2,8,30,10.7,8,45.68,4.84
11/23/2025,L115,Alpha Apparels Ltd,Alpha-B1,Buyer 17,30.57,30.04,2.86,1166,2047,68.8,40,2,8,30,9,3,89.8,6.9
11/23/2025,L011,Alpha Apparels Ltd,Alpha-B1,Buyer 1,14.53,15.45,0.88,613,2878,70.2,45,2,8,30,10.2,11,25.74,4.53
11/23/2025,L128,Alpha Apparels Ltd,Alpha-B3,Buyer 7,39.71,40.27,2.27,1435,2460,53.2,42,2,8,30,8.2,13,77.64,13.78
11/23/2025,L110,Beta Garments Ltd,Beta-B3,Buyer 1,30.97,30.5,0.99,1592,2195,68.3,41,2,8,30,8.9,7,92.8,2.11
11/23/2025,L028,Beta Garments Ltd,Beta-B3,Buyer 1,44.7,45.66,1.13,1553,2279,53.9,45,2,8,30,10.6,25,40.8,8.8
11/23/2025,L106,Alpha Apparels Ltd,Alpha-B2,Buyer 1,26.79,28.99,1.06,995,2207,52.6,29,2,8,30,11,6,35.98,9.28
11/23/2025,L012,Gamma Textiles Ltd,Gamma-B1,Buyer 1,41.57,42.1,1.71,671,1646,53.5,43,2,8,30,8.3,7,88.4,6.75
11/23/2025,L048,Alpha Apparels Ltd,Alpha-B1,Buyer 3,27.13,27.02,2.21,2676,714,58.4,46,2,8,30,10.3,22,65,12.89
11/23/2025,L057,Beta Garments Ltd,Beta-B3,Buyer 2,22.07,20.57,2.43,2178,2806,58.2,35,2,8,30,9.3,13,54.3,7.02
11/23/2025,L050,Beta Garments Ltd,Beta-B2,Buyer 2,30.03,28.63,2.47,2286,2450,76.9,41,2,8,30,10,2,81.63,7.74
11/23/2025,L032,Alpha Apparels Ltd,Alpha-B1,Buyer 1,18.31,19.73,0.7,2873,607,60.4,47,2,8,30,8.3,12,83.37,10.62
11/23/2025,L107,Gamma Textiles Ltd,Gamma-B2,Buyer 3,31.37,34.47,2.69,2263,2613,50.6,35,2,8,30,10.4,12,105.52,5.85
11/23/2025,L000,Beta Garments Ltd,Beta-B2,Buyer 3,36.14,37.99,1.59,2956,1571,75.1,45,2,8,30,8,18,87.58,4.03
11/23/2025,L040,Beta Garments Ltd,Beta-B1,Buyer 1,27.23,27.4,1.85,1366,732,57.9,56,2,8,30,10.6,17,65.78,6.56
11/23/2025,L013,Alpha Apparels Ltd,Alpha-B2,Buyer 2,18.9,17.33,1.03,1515,1532,53.9,45,2,8,30,8.4,8,46.4,7.09
11/23/2025,L038,Gamma Textiles Ltd,Gamma-B1,Buyer 1,13.77,13.56,1.28,1668,1236,72.7,41,2,8,30,10.8,19,70.36,4.58
11/23/2025,L087,Gamma Textiles Ltd,Gamma-B2,Buyer 1,25.36,24.26,2.9,656,1003,72,45,2,8,30,10,1,45.96,4
11/23/2025,L022,Beta Garments Ltd,Beta-B3,Buyer 11,14.16,13.64,2.63,1547,1322,54.6,45,2,8,30,10.1,9,10.94,15.47
11/23/2025,L130,Beta Garments Ltd,Beta-B1,Buyer 13,21.12,22.5,1,2311,1112,51.2,47,2,8,30,8.2,25,39.78,10.09
11/23/2025,L121,Alpha Apparels Ltd,Alpha-B3,Buyer 2,25.82,26.99,2.03,2816,2972,70.9,62,2,8,30,9.4,24,47.76,7.19
11/23/2025,L137,Beta Garments Ltd,Beta-B2,Buyer 1,11.95,11.49,2.84,2968,2771,70.5,45,2,8,30,8,14,6325.063534,1.79
11/23/2025,L119,Alpha Apparels Ltd,Alpha-B1,Buyer 2,22.75,24.69,2.84,2265,1522,57,52,2,8,30,10.9,5,62.2,14.94
11/23/2025,L132,Beta Garments Ltd,Beta-B3,Buyer 2,11.15,11.75,2,890,1798,58.9,33,2,8,30,8.1,16,44.1,5.78
11/23/2025,L078,Gamma Textiles Ltd,Gamma-B3,Buyer 9,38.05,36.14,1.56,2149,2931,73.5,35,2,8,30,8.6,13,87.45,5.88
11/23/2025,L026,Gamma Textiles Ltd,Gamma-B1,Buyer 1,44.87,46.56,0.66,1383,1034,53.2,64,2,8,30,8.9,14,46.87,0.13
11/23/2025,L030,Beta Garments Ltd,Beta-B3,Buyer 1,8.32,7.89,1.61,1587,1108,61.7,47,2,8,30,9,5,42.09,1.68
11/23/2025,L086,Beta Garments Ltd,Beta-B1,Buyer 1,17.49,17.73,1.9,1086,2404,72.2,22,2,8,30,9.2,4,51.79,4.77
11/23/2025,L131,Beta Garments Ltd,Beta-B3,Buyer 23,36.01,32.67,1.93,916,1027,77.6,39,2,8,30,9.5,3,43.67,6.14
11/23/2025,L123,Beta Garments Ltd,Beta-B2,Buyer 13,42.69,44.05,1.71,2041,1543,52.3,41,2,8,30,10.8,24,36.06,5.89
11/23/2025,L088,Alpha Apparels Ltd,Alpha-B1,Buyer 16,13.95,14.68,2.25,1705,1131,72.9,38,2,8,30,8.5,16,91.86,10.58
11/23/2025,L122,Gamma Textiles Ltd,Gamma-B2,Buyer 22,44.87,47.56,2.75,1548,1102,77.7,45,2,8,30,10.4,6,104.45,0
11/23/2025,L129,Alpha Apparels Ltd,Alpha-B2,Buyer 2,39.88,38.34,1.67,1151,2774,65.3,52,2,8,30,9.7,19,50.45,7.46
11/23/2025,L135,Alpha Apparels Ltd,Alpha-B1,Buyer 1,8.31,7.87,1.87,518,1675,67.3,59,2,8,30,9.4,8,56.48,9.6
11/23/2025,L016,Gamma Textiles Ltd,Gamma-B1,Buyer 1,26.7,24.14,1.36,1689,2978,74.7,40,2,8,30,9.4,21,46.52,6.78
11/23/2025,L002,Alpha Apparels Ltd,Alpha-B1,Buyer 20,15.71,14.25,2.94,1865,629,69.8,47,2,8,30,8.3,3,89.43,14.65
11/23/2025,L093,Gamma Textiles Ltd,Gamma-B3,Buyer 14,8.19,8.08,1.57,2714,2117,51.5,53,2,8,30,10.8,2,41.27,8.09
11/23/2025,L043,Alpha Apparels Ltd,Alpha-B1,Buyer 18,28.28,30.85,1.62,2129,1445,66.3,45,2,8,30,9.3,20,53.53,5.64
11/23/2025,L063,Beta Garments Ltd,Beta-B3,Buyer 20,42.87,41.02,1.32,1590,647,69.4,47,2,8,30,8.9,2,27.82,97.02544781
11/23/2025,L001,Alpha Apparels Ltd,Alpha-B2,Buyer 2,30.57,32.15,0.87,2675,1763,78.7,47,2,8,30,10.7,24,5,7.05
11/23/2025,L027,Gamma Textiles Ltd,Gamma-B3,Buyer 11,20.54,18.84,0.76,2541,1351,62.8,50,2,8,30,9.9,1,81.85,6.32
11/23/2025,L114,Beta Garments Ltd,Beta-B3,Buyer 1,39.25,37.56,1.68,591,2486,67.6,24,2,8,30,10.4,18,75.39,3.62
11/23/2025,L059,Alpha Apparels Ltd,Alpha-B2,Buyer 1,39.68,36.03,0.53,1935,1460,61,47,2,8,30,10.4,19,47.21,9.35
11/23/2025,L053,Alpha Apparels Ltd,Alpha-B1,Buyer 1,43.42,39.54,0.57,1446,1545,66.2,24,2,8,30,10.6,18,32.16,5.09
11/23/2025,L091,Gamma Textiles Ltd,Gamma-B1,Buyer 2,12.13,13.05,1.07,894,748,70.7,35,2,8,30,9.2,23,55.44,6.61
11/23/2025,L138,Gamma Textiles Ltd,Gamma-B3,Buyer 10,31.01,29.47,2.88,2981,684,79.2,45,2,8,30,9.3,6,46.29,0.18
11/23/2025,L019,Alpha Apparels Ltd,Alpha-B3,Buyer 1,22.03,20.24,1.53,1383,2133,77.3,68,2,8,30,9.3,22,81.99,6.68
11/23/2025,L101,Alpha Apparels Ltd,Alpha-B3,Buyer 1,19.67,20.18,1.15,1993,510,62.1,53,2,8,30,10,10,13.57,13.53
11/23/2025,L118,Beta Garments Ltd,Beta-B2,Buyer 1,39.12,40.99,2.55,2447,1315,67,49,2,8,30,9,5,63.32,7.01
11/23/2025,L069,Alpha Apparels Ltd,Alpha-B3,Buyer 2,27.2,25.48,2.4,2212,2115,75.6,51,2,8,30,10.5,10,79.24,2.61
11/23/2025,L073,Gamma Textiles Ltd,Gamma-B1,Buyer 14,13.71,13.21,0.55,2027,1540,61.4,52,2,8,30,10.7,22,52.34,4.19
11/23/2025,L111,Alpha Apparels Ltd,Alpha-B1,Buyer 1,37.82,39.14,0.82,1055,927,56.6,41,2,8,30,8.2,9,52.18,2.91
11/23/2025,L092,Alpha Apparels Ltd,Alpha-B3,Buyer 1,33.1,30.64,0.88,1465,2246,78.5,54,2,8,30,9.3,10,52.55,8.31
11/23/2025,L109,Beta Garments Ltd,Beta-B1,Buyer 22,22.34,23.24,0.53,1936,2601,65.3,39,2,8,30,9.4,21,51.85,3.85
11/23/2025,L045,Gamma Textiles Ltd,Gamma-B3,Buyer 2,9.51,8.66,1.59,2021,2310,74.9,56,2,8,30,10.2,2,71.37,1.02
11/23/2025,L003,Alpha Apparels Ltd,Alpha-B1,Buyer 1,31.03,32.73,1.27,1634,1236,61,39,2,8,30,9.3,25,35.54,7.26
11/23/2025,L116,Gamma Textiles Ltd,Gamma-B3,Buyer 1,41.51,39.91,0.81,1653,1736,52,58,2,8,30,10.2,25,48.75,120.7924179
11/23/2025,L066,Alpha Apparels Ltd,Alpha-B2,Buyer 2,36.32,36.55,2.42,1512,2097,61.7,36,2,8,30,11,16,70.28,9.28
11/23/2025,L014,Beta Garments Ltd,Beta-B1,Buyer 1,33.48,30.45,1.08,1447,706,53.7,52,2,8,30,8.3,16,68.54,5.18
11/23/2025,L096,Alpha Apparels Ltd,Alpha-B3,Buyer 12,11.96,12.69,1.84,1583,1448,55.7,36,2,8,30,8.4,15,101.54,12.87
11/23/2025,L075,Alpha Apparels Ltd,Alpha-B3,Buyer 3,38.76,41.1,0.61,2159,2859,79,37,2,8,30,10.1,10,45.66,11.21
11/23/2025,L046,Alpha Apparels Ltd,Alpha-B1,Buyer 1,33.7,36.45,1.98,1334,673,79.6,48,2,8,30,9.6,5,40.75,7.57
11/23/2025,L070,Beta Garments Ltd,Beta-B1,Buyer 3,12.07,11.59,0.94,2407,1895,77.5,31,2,8,30,8.1,14,42.43,4.87
11/23/2025,L009,Gamma Textiles Ltd,Gamma-B2,Buyer 1,29.04,26.47,2.62,2080,716,54.5,36,2,8,30,9,10,5,8.53
11/23/2025,L089,Beta Garments Ltd,Beta-B1,Buyer 3,20.92,19.06,1.67,2456,1072,67.4,57,2,8,30,8.4,21,72.93,5.28
11/23/2025,L076,Beta Garments Ltd,Beta-B2,Buyer 1,41.68,44.93,1.6,2986,2949,61.1,43,2,8,30,8.2,2,64.49,7.61
11/23/2025,L090,Gamma Textiles Ltd,Gamma-B1,Buyer 8,44.34,45.15,2.2,1901,885,52.5,40,2,8,30,9.6,11,52.69,0
11/23/2025,L099,Beta Garments Ltd,Beta-B2,Buyer 2,42.43,46.41,2.18,2173,1701,75,42,2,8,30,9.5,15,40.11,9.74
11/23/2025,L104,Alpha Apparels Ltd,Alpha-B3,Buyer 3,30.84,30.5,1.25,2568,1874,60.3,42,2,8,30,10.4,8,52.1,4.66
11/23/2025,L136,Beta Garments Ltd,Beta-B3,Buyer 1,12.09,12.92,1.81,1590,2676,72.2,52,2,8,30,8.8,6,21.35,1.38
11/23/2025,L061,Alpha Apparels Ltd,Alpha-B1,Buyer 1,33.19,34.53,1.52,1092,725,58.7,36,2,8,30,8.9,12,34.7,12.58
11/23/2025,L024,Beta Garments Ltd,Beta-B2,Buyer 10,24.6,25.9,0.98,2433,1950,73.8,43,2,8,30,9.3,13,65.63,7.52
11/23/2025,L080,Beta Garments Ltd,Beta-B1,Buyer 14,25.27,23.34,1.75,2143,2527,66.2,49,2,8,30,10.8,13,15.03,9.43
11/23/2025,L112,Beta Garments Ltd,Beta-B2,Buyer 1,24.65,24.03,1.29,1714,2486,55.6,41,2,8,30,10.8,24,31.36,9.13
11/23/2025,L064,Alpha Apparels Ltd,Alpha-B2,Buyer 2,10.16,9.5,0.82,2023,2616,63.1,53,2,8,30,8.7,13,48.17,11.87
11/23/2025,L042,Beta Garments Ltd,Beta-B2,Buyer 2,13.76,14.15,1.41,1140,2053,65.4,38,2,8,30,10.3,16,60.14,10.58
11/23/2025,L134,Alpha Apparels Ltd,Alpha-B3,Buyer 1,29.04,26.4,2.76,1387,2420,60.1,42,2,8,30,9.1,25,86.87,11.62
11/23/2025,L041,Alpha Apparels Ltd,Alpha-B1,Buyer 1,9.52,10.45,1.29,1303,1167,62.8,50,2,8,30,9.1,4,24.22,2.45
11/23/2025,L051,Alpha Apparels Ltd,Alpha-B2,Buyer 9,18.03,18.46,2.13,2329,636,58.8,55,2,8,30,10.4,23,55.92,7.15
11/23/2025,L095,Gamma Textiles Ltd,Gamma-B2,Buyer 2,22.96,20.87,2.64,1810,1539,73.3,48,2,8,30,9.8,4,81.62,8.79
11/23/2025,L044,Alpha Apparels Ltd,Alpha-B2,Buyer 1,16.56,15.86,1.32,2107,506,63.1,59,2,8,30,8.9,18,68.68,94.93800743
11/23/2025,L067,Gamma Textiles Ltd,Gamma-B1,Buyer 2,21.76,21.14,2.54,2924,2712,75,53,2,8,30,10.9,10,68.94,8.92
